Date,Open,High,Low,Close,Adj Close,Volume
2023-03-20,27301.957031,28729.843750,27039.265625,27994.330078,27994.330078,77462113828
2023-03-27,27994.068359,29159.902344,26606.689453,28199.308594,28199.308594,121255230918
2023-04-03,28183.080078,28739.238281,27276.720703,28333.050781,28333.050781,98141424556
2023-04-10,28336.027344,31005.607422,28189.271484,30315.355469,30315.355469,122998807738
2023-04-17,30317.146484,30470.302734,27169.570313,27591.384766,27591.384766,129935327803
2023-04-24,27591.730469,29995.837891,27070.849609,29268.806641,29268.806641,137303647007
2023-05-01,29227.103516,29820.126953,27680.792969,28454.978516,28454.978516,114911964253
2023-05-08,28450.457031,28663.271484,25878.429688,26930.638672,26930.638672,109959496438
2023-05-15,26931.384766,27646.347656,26415.101563,26753.826172,26753.826172,84459727715
2023-05-22,26749.892578,28193.449219,25890.593750,28085.646484,28085.646484,90053064704
2023-05-29,28075.591797,28432.039063,26574.644531,27119.066406,27119.066406,91351657572
2023-06-05,27123.109375,27332.181641,25434.867188,25940.167969,25940.167969,116498927148
2023-06-12,25934.285156,26769.394531,24797.167969,26336.212891,26336.212891,92905085602
2023-06-19,26335.441406,31389.539063,26312.832031,30480.261719,30480.261719,138005623534
2023-06-26,30480.523438,31256.863281,29600.275391,30620.769531,30620.769531,106681707513
2023-07-03,30624.515625,31460.052734,29777.285156,30171.234375,30171.234375,90491031635
2023-07-10,30172.423828,31814.515625,29966.386719,30249.132813,30249.132813,102917922458
2023-07-17,30249.626953,30336.400391,29556.427734,30084.539063,30084.539063,81229098742
2023-07-24,30081.662109,30093.394531,28934.294922,29275.308594,29275.308594,76309629498
2023-07-31,29278.314453,29987.998047,28657.023438,29041.855469,29041.855469,87827001052
2023-08-07,29038.513672,30176.796875,28724.140625,29282.914063,29282.914063,85153014454
2023-08-14,29283.263672,29660.253906,25409.111328,26189.583984,26189.583984,116418274959
2023-08-21,26188.691406,26786.898438,25520.728516,26089.693359,26089.693359,83086807452
2023-08-28,26089.615234,28089.337891,25362.609375,25969.566406,25969.566406,113161627781
2023-09-04,25968.169922,26414.005859,25404.359375,25832.226563,25832.226563,69814611152
2023-09-11,25831.714844,26840.498047,24930.296875,26534.187500,26534.187500,85796699860
2023-09-18,26532.994141,27488.763672,26221.050781,26256.826172,26256.826172,82251905213
2023-09-25,26253.775391,28047.238281,26011.468750,27983.750000,27983.750000,73012240734
2023-10-02,27976.798828,28494.458984,27215.552734,27935.089844,27935.089844,82183775698
2023-10-09,27934.472656,27989.470703,26558.320313,27159.652344,27159.652344,72673654487
2023-10-16,27162.628906,30287.482422,27130.472656,29993.896484,29993.896484,113402383094
2023-10-23,30140.685547,35150.433594,30097.828125,34538.480469,34538.480469,165718773022
2023-10-30,34531.742188,35919.843750,34083.308594,35049.355469,35049.355469,115520056635
2023-11-06,35044.789063,37926.257813,34545.816406,37054.519531,37054.519531,134767494805
2023-11-13,37070.304688,37964.894531,34948.500000,37386.546875,37386.546875,143535361089
2023-11-20,37374.074219,38415.339844,35670.972656,37479.121094,37479.121094,130439893957
2023-11-27,37454.191406,40135.605469,36750.128906,39978.390625,39978.390625,134360107955
2023-12-04,39978.628906,44705.515625,39978.628906,43779.699219,43779.699219,188503614895
2023-12-11,43792.019531,43808.375000,40234.578125,41364.664063,41364.664063,168493481950
2023-12-18,41348.203125,44367.957031,40530.257813,43016.117188,43016.117188,152084171491
2023-12-25,43010.574219,43804.781250,41424.062500,42265.187500,42265.187500,157807126208
2024-01-01,42280.234375,45899.707031,40813.535156,43943.097656,43943.097656,202311773985
2024-01-08,43948.707031,48969.371094,41724.613281,41796.269531,41796.269531,259971819745
2024-01-15,41715.066406,43566.273438,40297.457031,41545.785156,41545.785156,139135824835
2024-01-22,41553.652344,42797.175781,38521.894531,42035.593750,42035.593750,155314602893
2024-01-29,42030.914063,43838.945313,41818.332031,42583.582031,42583.582031,135184187433
2024-02-05,42577.621094,48535.937500,42264.816406,48293.917969,48293.917969,157826395448
2024-02-12,48296.386719,52820.066406,47745.761719,52122.546875,52122.546875,213560041471
2024-02-19,52134.812500,52945.050781,50561.777344,51733.238281,51733.238281,160769145627
2024-02-26,51730.539063,63913.132813,50931.031250,63167.371094,63167.371094,322895666089
2024-03-04,63137.003906,70083.054688,59323.910156,69019.789063,69019.789063,405709693297
2024-03-11,69020.546875,73750.070313,64545.316406,68390.625000,68390.625000,405957750577
2024-03-18,68371.304688,68897.132813,60807.785156,63778.761719,63778.761719,276151526197
2024-03-23,63810.835938,65954.679688,63161.453125,64951.320313,64951.320313,27259437056
